Entity,Year,Building (CAIT),Int'l aviation & shipping (CAIT),Electricity & Heat (CAIT),Energy (CAIT),Fugitive Emissions (CAIT),Industry (CAIT),Land-Use Change and Forestry (CAIT),Manufacturing & Construction (CAIT),Other Fuel Combustion (CAIT),Total excluding LUCF (CAIT),Total including LUCF (CAIT),Transport (CAIT),Buildings (per capita) (CAIT),Electricity & Heat (per capita) (CAIT),Fugitive Emissions (per capita) (CAIT),Industry (per capita) (CAIT),International aviation & shipping (per capita) (CAIT),Land-Use Change and Forestry (per capita) (CAIT),Manufacturing & Construction (per capita) (CAIT),Total excluding LUCF (per capita) (CAIT),Total including LUCF (per capita) (CAIT),Transport (per capita) (CAIT)
Angola,2000,1.0,1.4,0.9,12.26,7.66,0.08,82.64,1.6,0.0,12.34,94.98,1.1,0.06099420555047271,0.05489478499542544,0.46721561451662097,0.004879536444037816,0.08539188777066178,5.040561146691065,0.09759072888075633,0.7526684964928332,5.793229643183897,0.06709362610551997
Angola,2001,1.2,1.5,1.0,12.66,7.66,0.22,70.83,1.6,0.0,12.88,83.71,1.2,0.07081317124985247,0.059010976041543727,0.45202407647822496,0.012982414729139621,0.08851646406231559,4.179747433022542,0.09441756166646997,0.7600613714150833,4.939808804437625,0.07081317124985247
Angola,2002,1.2,1.3,1.0,13.38,7.88,0.24,86.96,1.8,0.0,13.62,100.58,1.5,0.06849706033449397,0.05708088361207832,0.4497973628631771,0.013699412066898795,0.07420514869570181,4.96375363890633,0.10274559050174097,0.7774416347965066,5.741195273702837,0.08562132541811747
Angola,2003,1.2,0.8,1.2,17.67,10.67,0.28,92.61,1.8,0.0,18.05,110.65,2.8,0.06622151095414161,0.06622151095414161,0.5888196015672424,0.01545168588929971,0.04414767396942774,5.110645107885878,0.0993322664312124,0.9960818939352133,6.106175155896474,0.15451685889299707
Angola,2004,1.3,1.3,0.8,18.97,11.27,0.3,99.48,2.1,0.0,19.27,118.75,3.5,0.06930376372747628,0.04264846998613925,0.6008103209297366,0.015993176244802215,0.06930376372747628,5.303337242776416,0.11195223371361553,1.027295020791129,6.330632263567545,0.18658705618935922
Angola,2005,1.0,0.9,1.0,17.74,11.54,0.52,98.41,1.7,0.0,18.16,116.58,2.5,0.05145621076463929,0.05145621076463929,0.5938046722239373,0.026757229597612432,0.04631058968817536,5.063805701348152,0.08747555829988679,0.9344447874858496,5.998765050941648,0.12864052691159825
Angola,2006,1.9,0.8,1.1,19.84,11.54,0.54,79.56,2.0,0.0,20.38,99.94,3.3,0.09429280397022333,0.05459057071960298,0.5727047146401985,0.026799007444168736,0.039702233250620354,3.948387096774194,0.09925558312655088,1.0114143920595533,4.959801488833747,0.16377171215880892
Angola,2007,2.2,1.3,1.1,22.79,13.29,0.54,95.81,2.3,0.0,23.53,119.35,3.9,0.10523798134417604,0.05261899067208802,0.6357330782109543,0.025831140875388667,0.06218607988519492,4.583114087538866,0.11002152595072949,1.1255680459220283,5.70916048792155,0.18655823965558477
Angola,2008,2.9,1.3,1.6,24.38,12.58,0.68,79.17,2.1,0.0,25.07,104.23,5.2,0.13366519174041297,0.07374631268436578,0.5798303834808259,0.031342182890855455,0.059918879056047196,3.6490597345132745,0.0967920353982301,1.1555125368731565,4.804111356932153,0.23967551622418878
Angola,2009,3.4,1.2,2.5,26.48,12.58,0.69,81.01,2.2,0.0,27.18,108.19,5.8,0.15101714488762547,0.11104201829972461,0.5587634360842142,0.03064759705072399,0.05330016878386781,3.598205560984277,0.09771697610375767,1.2072488229546061,4.805454383938882,0.25761748245536115
Angola,2010,3.6,1.2,2.6,27.8,12.8,0.58,82.86,2.3,0.0,28.48,111.34,6.5,0.15413598218873095,0.11132043158075014,0.5480390477821545,0.024833019352628872,0.05137866072957698,3.5476965233772906,0.09847576639835588,1.2193868813152937,4.767083404692584,0.27830107895187534
Angola,2011,4.1,1.2,2.5,28.95,12.75,0.57,106.44,2.4,0.0,29.42,135.86,7.2,0.16927459642459022,0.10321621733206722,0.5264027083935428,0.02353329755171132,0.04954378431939226,4.394533669130094,0.09908756863878453,1.214648445563767,5.609182114693861,0.29726270591635356
Angola,2012,4.5,1.8,2.1,29.18,13.18,0.61,80.69,2.2,0.0,29.8,110.49,7.2,0.17922574478253941,0.0836386808985184,0.5249322924964155,0.024295045403855346,0.07169029791301577,3.213716743667357,0.08762147522701928,1.186872709893261,4.400589453560618,0.2867611916520631
Angola,2013,5.6,1.3,2.6,30.75,12.75,0.78,91.1,1.6,0.0,31.73,122.82,8.2,0.2152521525215252,0.09993849938499386,0.4900830258302583,0.02998154981549816,0.04996924969249693,3.501691266912669,0.06150061500615006,1.2196340713407134,4.720940959409594,0.31519065190651907
Angola,2014,5.4,1.9,3.8,32.05,12.75,0.97,77.27,1.5,0.0,33.02,110.29,8.6,0.2004305545245342,0.14104372355430184,0.47323880929403905,0.03600326627570336,0.07052186177715092,2.8680127681686582,0.055675154034592826,1.2255957241481703,4.09360849231683,0.31920421646499886
Angola,2015,4.9,2.0,4.1,32.55,12.75,0.99,92.27,2.2,0.0,33.53,125.8,8.6,0.1757280160665615,0.14703772772916365,0.4572514703772773,0.03550423181752976,0.07172572084349448,3.3090661311146174,0.07889829292784394,1.2024817099411849,4.511547841055803,0.3084205996270263
Angola,2016,4.3,1.6,4.3,32.25,12.75,0.99,73.81,2.5,0.0,33.33,107.14,8.4,0.14908813535815824,0.14908813535815824,0.442063657166632,0.034324942791762014,0.055474655016989116,2.5591151792524793,0.0866791484640455,1.1556064073226544,3.7147215865751337,0.29124193883919286
Antigua and Barbuda,1990,,,,0.28,0.0,0.0,-0.02,,,0.28,0.26,,,,0.0,0.0,,-0.3174603174603175,,4.444444444444445,4.1269841269841265,
Antigua and Barbuda,1991,,,,0.27,0.0,0.0,-0.02,,,0.27,0.25,,,,0.0,0.0,,-0.3174603174603175,,4.2857142857142865,3.968253968253968,
Antigua and Barbuda,1992,,,,0.26,0.0,0.0,-0.02,,,0.26,0.25,,,,0.0,0.0,,-0.3125,,4.062500000000001,3.90625,
Antigua and Barbuda,1993,,,,0.27,0.0,0.0,-0.02,,,0.27,0.25,,,,0.0,0.0,,-0.30303030303030304,,4.090909090909092,3.7878787878787876,
Antigua and Barbuda,1994,,,,0.27,0.0,0.0,-0.02,,,0.27,0.25,,,,0.0,0.0,,-0.29850746268656714,,4.029850746268657,3.7313432835820897,
Antigua and Barbuda,1995,,,,0.27,0.0,0.0,-0.02,,,0.27,0.26,,,,0.0,0.0,,-0.2898550724637681,,3.91304347826087,3.7681159420289854,
Antigua and Barbuda,1996,,,,0.29,0.0,0.0,-0.02,,,0.29,0.28,,,,0.0,0.0,,-0.2857142857142857,,4.142857142857142,4.000000000000001,
Antigua and Barbuda,1997,,,,0.31,0.0,0.0,-0.02,,,0.31,0.29,,,,0.0,0.0,,-0.27777777777777773,,4.305555555555556,4.027777777777778,
Antigua and Barbuda,1998,,,,0.32,0.0,0.0,-0.02,,,0.32,0.3,,,,0.0,0.0,,-0.273972602739726,,4.383561643835616,4.10958904109589,
Antigua and Barbuda,1999,,,,0.33,0.0,0.0,-0.02,,,0.33,0.31,,,,0.0,0.0,,-0.26666666666666666,,4.4,4.133333333333333,
Antigua and Barbuda,2000,,,,0.34,0.0,0.0,-0.02,,,0.34,0.33,,,,0.0,0.0,,-0.26315789473684215,,4.473684210526316,4.342105263157895,
Antigua and Barbuda,2001,,,,0.35,0.0,0.0,0.0,,,0.35,0.34,,,,0.0,0.0,,0.0,,4.545454545454546,4.415584415584416,
Antigua and Barbuda,2002,,,,0.37,0.0,0.0,0.0,,,0.37,0.37,,,,0.0,0.0,,0.0,,4.743589743589744,4.743589743589744,
Antigua and Barbuda,2003,,,,0.4,0.0,0.0,0.0,,,0.4,0.4,,,,0.0,0.0,,0.0,,5.063291139240507,5.063291139240507,
Antigua and Barbuda,2004,,,,0.42,0.0,0.0,0.0,,,0.42,0.42,,,,0.0,0.0,,0.0,,5.25,5.25,
