Entity,Year,Aviation and shipping,Aviation and shipping (per capita),Buildings,Buildings (per capita),Electricity and heat,Electricity and heat (per capita),Energy,Energy (per capita),Fugitive emissions,Fugitive emissions (per capita),Industry,Industry (per capita),Land-use change and forestry,Land-use change and forestry (per capita),Manufacturing and construction,Manufacturing and construction (per capita),Other fuel combustion,Other fuel combustion (per capita),Total excluding LUCF,Total excluding LUCF (per capita),Total including LUCF,Total including LUCF (per capita),Transport,Transport (per capita)
Algeria,2017,2.07,0.05001307829917069,22.4,0.5412043255562433,48.09,1.1618980364285598,135.95,3.28467535979336,5.42,0.13095211805869814,9.16,0.22131391170067805,0.2,0.004832181478180744,12.02,0.29041410683866264,3.33,0.08045582161170939,145.1,3.5057476624201294,145.3,3.5105798438983102,44.69,1.079750951299487
Algeria,2018,2.07,0.04901912610264913,26.34,0.6237506191032743,48.56,1.1499366007462037,142.52,3.3749786725360162,5.24,0.12408706317772052,9.16,0.2169155531885343,0.2,0.004736147449531317,12.73,0.30145578516266835,4.2,0.09945909644015766,151.67,3.5916574183520735,151.87,3.5963935658016055,45.46,1.0765263152784683
Andorra,1990,,,,,,,0.41,7.521831657738313,,,,,0.0,0.0,,,,,0.41,7.521831657738313,0.41,7.521831657738313,,
Andorra,1991,,,,,,,0.41,7.235379239755762,,,,,0.0,0.0,,,,,0.41,7.235379239755762,0.41,7.235379239755762,,
Andorra,1992,,,,,,,0.41,6.963078699772425,,,,,0.0,0.0,,,,,0.41,6.963078699772425,0.41,6.963078699772425,,
Andorra,1993,,,,,,,0.41,6.724177518286482,,,,,0.0,0.0,,,,,0.41,6.724177518286482,0.41,6.724177518286482,,
Andorra,1994,,,,,,,0.41,6.541578913778799,,,,,0.0,0.0,,,,,0.41,6.541578913778799,0.41,6.541578913778799,,
Andorra,1995,,,,,,,0.43,6.733479486376448,,,,,0.0,0.0,,,,,0.43,6.733479486376448,0.43,6.733479486376448,,
Andorra,1996,,,,,,,0.45,6.991594549663628,,,,,0.0,0.0,,,,,0.45,6.991594549663628,0.45,6.991594549663628,,
Andorra,1997,,,,,,,0.47,7.307441151777107,,,,,0.0,0.0,,,,,0.47,7.307441151777107,0.47,7.307441151777107,,
Andorra,1998,,,,,,,0.49,7.639538509510446,,,,,0.0,0.0,,,,,0.49,7.639538509510446,0.49,7.639538509510446,,
Andorra,1999,,,,,,,0.51,7.923191648023863,,,,,0.0,0.0,,,,,0.51,7.923191648023863,0.51,7.923191648023863,,
Andorra,2000,,,,,,,0.52,7.952286282306162,,,,,0.0,0.0,,,,,0.52,7.952286282306162,0.52,7.952286282306162,,
Andorra,2001,,,,,,,0.52,7.721549061534807,,,,,0.0,0.0,,,,,0.52,7.721549061534807,0.52,7.721549061534807,,
Andorra,2002,,,,,,,0.53,7.566240292370946,,,,,0.0,0.0,,,,,0.53,7.566240292370946,0.53,7.566240292370946,,
Andorra,2003,,,,,,,0.53,7.242415960644986,,,,,0.0,0.0,,,,,0.53,7.242415960644986,0.53,7.242415960644986,,
Andorra,2004,,,,,,,0.56,7.344262295081967,,,,,0.0,0.0,,,,,0.56,7.344262295081967,0.56,7.344262295081967,,
Andorra,2005,,,,,,,0.58,7.353780223402771,,,,,0.0,0.0,,,,,0.58,7.353780223402771,0.58,7.353780223402771,,
Andorra,2006,,,,,,,0.55,6.790542626088031,,,,,0.0,0.0,,,,,0.55,6.790542626088031,0.55,6.790542626088031,,
Andorra,2007,,,,,,,0.54,6.531046660700032,,,,,0.0,0.0,,,,,0.54,6.531046660700032,0.54,6.531046660700032,,
Andorra,2008,,,,,,,0.54,6.439303601240163,,,,,0.0,0.0,,,,,0.54,6.439303601240163,0.54,6.439303601240163,,
Andorra,2009,,,,,,,0.52,6.156687702016315,,,,,0.0,0.0,,,,,0.52,6.156687702016315,0.52,6.156687702016315,,
Andorra,2010,,,,,,,0.52,6.157198001278802,,,,,0.0,0.0,,,,,0.52,6.157198001278802,0.52,6.157198001278802,,
Andorra,2011,,,,,,,0.49,5.850885991307255,,,,,0.0,0.0,,,,,0.49,5.850885991307255,0.49,5.850885991307255,,
Andorra,2012,,,,,,,0.49,5.944654057529693,,,,,0.0,0.0,,,,,0.49,5.944654057529693,0.49,5.944654057529693,,
Andorra,2013,,,,,,,0.48,5.942800544756717,,,,,0.0,0.0,,,,,0.48,5.942800544756717,0.48,5.942800544756717,,
Andorra,2014,,,,,,,0.46,5.807127617941499,,,,,0.0,0.0,,,,,0.46,5.807127617941499,0.46,5.807127617941499,,
Andorra,2015,,,,,,,0.47,6.02618183683151,,,,,0.0,0.0,,,,,0.47,6.02618183683151,0.47,6.02618183683151,,
Andorra,2016,,,,,,,0.47,6.080600297561291,,,,,0.0,0.0,,,,,0.47,6.080600297561291,0.47,6.080600297561291,,
Andorra,2017,,,,,,,0.47,6.104133927295869,,,,,0.0,0.0,,,,,0.47,6.104133927295869,0.47,6.104133927295869,,
Andorra,2018,,,,,,,0.46,5.973405360482028,,,,,0.0,0.0,,,,,0.46,5.973405360482028,0.46,5.973405360482028,,
Angola,1990,1.06,0.08946366952120478,0.64,0.05401580046563308,0.48,0.040511850349224804,6.22,0.5249660607753714,2.3,0.19411928292336886,0.11,0.009283965705030685,10.27,0.8667847980969557,1.77,0.14938744816276647,0.03,0.0025319906468265502,6.33,0.5342500264804021,16.6,1.401034824577358,1.02,0.08608768199210272
Angola,1991,0.91,0.0742923793734638,0.67,0.05469878481342939,0.44,0.03592159002672975,6.42,0.5241286544809204,2.41,0.19675234537367886,0.11,0.008980397506682437,10.27,0.8384425672148056,1.63,0.133073163053567,0.02,0.001632799546669534,6.53,0.5331090519876028,16.8,1.3715516192024086,1.26,0.10286637144018063
Angola,1992,0.84,0.0663645447103863,0.61,0.048193300325399584,0.37,0.02923200183671778,6.24,0.49299376070572687,2.35,0.18566271436834267,0.12,0.0094806492443409,10.27,0.8113855644948421,1.71,0.13509925173185786,0.01,0.0007900541036950752,6.37,0.5032644640537628,16.64,1.3146500285486051,1.19,0.09401643833971393
Angola,1993,0.94,0.07189268349689683,0.51,0.039005604875975944,0.31,0.02370928923833832,6.8,0.5200747316796793,2.57,0.19655765594364347,0.1,0.007648157818818813,10.27,0.7854658079926921,2.19,0.16749465623213197,0.01,0.0007648157818818812,6.9,0.5277228894984981,17.17,1.3131886974911902,1.21,0.09254270960770762
Angola,1994,1.34,0.0992316728542058,0.62,0.045913162066871335,0.38,0.02814032513775985,6.59,0.48801248067851954,2.41,0.1784689041631612,0.1,0.00740534872046312,10.27,0.7605293135915623,1.63,0.12070718414354882,0.01,0.0007405348720463118,6.69,0.4954178293989826,16.96,1.2559471429905449,1.54,0.11404237029513203
Angola,1995,1.21,0.08676817587120447,0.66,0.0473280959297479,0.38,0.027249509777733636,10.7,0.7672888279519734,6.78,0.48618862182377387,0.08,0.005736738900575502,10.27,0.7364538563613802,1.8,0.1290766252629488,0.01,0.0007170923625719378,10.78,0.7730255668525489,21.05,1.509479423213929,1.07,0.07672888279519735
Angola,1996,1.06,0.07360742051683242,0.91,0.06319127610407312,0.41,0.028470794728208765,11.3,0.7846828790945343,7.11,0.49372524516479105,0.11,0.007638505902690156,10.27,0.7131586874602538,1.89,0.13124341960076724,0.01,0.0006944096275172869,11.41,0.7923213849972245,21.68,1.5054800724574782,0.99,0.06874655312421141
Angola,1997,1.06,0.07127693023978904,0.91,0.06119057218698871,0.63,0.04236270382176141,11.61,0.780684113286746,7.28,0.48952457749590966,0.12,0.008069086442240268,10.27,0.6905793146817296,1.74,0.11700175341248391,0.0,0.0,11.73,0.7887531997289864,22.0,1.479332514410716,1.05,0.07060450636960236
Angola,1998,0.68,0.04427198624964192,1.0,0.06510586213182634,0.59,0.038412458657777544,11.23,0.73113883174041,7.49,0.48764290736737936,0.14,0.00911482069845569,10.28,0.6692882627151748,1.3,0.08463762077137427,0.02,0.0013021172426365272,11.37,0.7402536524388655,21.65,1.4095419151540405,0.83,0.054037865569415866
Angola,1999,1.19,0.0749990341510938,1.25,0.07878049805787164,0.85,0.05357073867935272,12.57,0.7922166884699574,7.82,0.4928507958500451,0.08,0.005041951875703786,10.29,0.6485210600123994,1.48,0.09327610970052004,0.01,0.0006302439844629732,12.65,0.7972586403456611,22.94,1.4457797003580606,1.16,0.07310830219770488
Angola,2000,1.43,0.08721917636187101,1.05,0.0640420525734018,0.94,0.05733288516095018,12.29,0.7495969772639124,7.66,0.4672020216307217,0.08,0.004879394481782994,10.3,0.6282220395295606,1.57,0.09575811670499126,0.0,0.0,12.37,0.7544763717456954,22.67,1.382698411275256,1.07,0.06526190119384756
Angola,2001,1.55,0.09146834608057842,1.17,0.06904384833179145,1.04,0.06137230962825906,12.69,0.7488602011371227,7.66,0.45203066514660045,0.22,0.012982603959824033,35.62,2.1020016047678727,1.62,0.09559917461324971,0.0,0.0,12.91,0.7618428050969468,48.53,2.8638444098648197,1.2,0.070814203417222
Angola,2002,1.33,0.07591576386841162,1.19,0.06792463082963143,1.05,0.059933497790851276,13.38,0.763724000420562,7.88,0.4497866310399124,0.24,0.013699085209337433,35.62,2.033172563152497,1.78,0.1016015486359193,0.01,0.0005707952170557264,13.62,0.7774230856298993,49.24,2.810595648782397,1.48,0.08447769212424751
Angola,2003,0.8,0.04414651189856103,1.25,0.06897892484150162,1.22,0.06732343064530556,17.73,0.9783970699518588,10.67,0.5888041024470577,0.28,0.015451279164496363,35.62,1.9656234422834296,1.83,0.10098514596795836,0.01,0.0005518313987320128,18.01,0.9938483491163553,53.63,2.959471791399785,2.75,0.15175363465130354
Angola,2004,1.3,0.06930325387306566,1.29,0.06877015192019591,0.86,0.045846767946797276,18.99,1.0123606084996282,11.27,0.6008059008841923,0.3,0.01599305858609207,35.62,1.8989091561219986,2.1,0.11195141010264452,0.02,0.0010662039057394716,19.29,1.0283536670857203,54.9,2.9267297212548495,3.45,0.18392017374005887
Angola,2005,0.91,0.046826105955436785,0.97,0.0499135415129381,0.98,0.050428114105854994,17.69,0.9102789168699744,11.54,0.5938167722260883,0.52,0.026757774831678162,35.61,1.832393003377037,1.72,0.08850648598170469,0.01,0.0005145725929168877,18.21,0.9370366917016525,53.82,2.7694296950786894,2.48,0.12761400304338816
Angola,2006,0.81,0.040198700688663304,1.92,0.09528580903979447,1.07,0.0531019873294688,19.8,0.9826349057228806,11.54,0.5727074147495981,0.54,0.0267991337924422,35.61,1.7672539895349382,1.96,0.09727093006145687,0.02,0.0009925605108311926,20.34,1.0094340395153227,55.95,2.7766880290502614,3.29,0.16327620403173115
Angola,2007,1.22,0.058358239226686356,2.28,0.10906293888265975,1.19,0.05692320055717768,22.94,1.0973262359509715,13.29,0.6357221305923456,0.54,0.02583069605115626,35.61,1.7033909007068044,2.27,0.10858459265949019,0.03,0.001435038669508681,23.49,1.1236352782252972,59.1,2.8270261789321016,3.9,0.18655502703612853
Angola,2008,1.31,0.060380806536392856,2.9,0.13366743431720554,1.59,0.0732866277808127,24.4,1.1246501370137294,12.58,0.5798401116242916,0.68,0.0313427087364482,35.61,1.641343908977824,2.09,0.09633273714584813,0.03,0.001382766561902126,25.08,1.1559928457501776,60.69,2.7973367547280015,5.2,0.2396795373963686
Angola,2009,1.19,0.05285535510248497,3.43,0.15234778823657436,2.46,0.10926401138833029,26.45,1.1748102037485106,12.58,0.5587566110834127,0.69,0.030647222706482884,35.61,1.5816631892432689,2.19,0.09727161989448917,0.04,0.0017766505916801674,27.15,1.2059015891029135,62.75,2.7871206156982624,5.76,0.2558376852019441
Angola,2010,1.55,0.06636340162013186,3.67,0.15713140899734448,2.61,0.11174740530873817,27.95,1.1966819840533456,12.8,0.5480332520888309,0.58,0.024832756735275147,35.61,1.5246456333502554,2.35,0.1006154798756838,0.04,0.0017126039127775966,28.53,1.2215147407886207,64.14,2.746160374138876,6.48,0.2774418338699707
Angola,2011,1.38,0.0569761517646505,4.05,0.1672126193093004,2.45,0.10115331291550272,28.89,1.1927833510730097,12.75,0.5264100978255754,0.57,0.023533627902790427,35.6,1.4698195672619987,2.44,0.10074044225054148,0.05,0.002064353324806178,29.46,1.2163169789758,65.07,2.6865494169027593,7.17,0.29602826677720595
Angola,2012,2.17,0.08642689509387971,4.5,0.1792262801485985,2.93,0.11669622240786524,29.63,1.180105484622883,13.18,0.5249338605241174,0.61,0.02429511797569891,35.6,1.4178790162866906,2.23,0.08881657882919436,0.05,0.001991403112762206,30.25,1.2047988832211345,65.85,2.6226778995078246,6.74,0.2684411396003453
Angola,2013,1.91,0.07341696307003756,5.57,0.214100777120476,4.33,0.16643740842579194,32.04,1.2315599459497397,12.75,0.49008705714292083,0.78,0.02998179643697869,35.6,1.3683999399441553,1.63,0.06265426691317341,0.06,0.0023062920336137448,32.82,1.2615417423867186,68.42,2.629941682330874,7.7,0.29597414431376395
Angola,2014,2.49,0.09242153439567619,5.43,0.20154575573032998,6.0,0.22270249251970167,33.66,1.2493609830355261,12.75,0.473242796604366,0.97,0.03600356962401843,35.6,1.3213681222835634,1.49,0.05530445230905924,0.06,0.0022270249251970164,34.63,1.2853645526595447,70.23,2.606732674943108,7.94,0.29470963176773857
Angola,2015,2.56,0.09180767153510318,4.86,0.17429112642992242,6.43,0.2305950499885599,34.17,1.225417240763467,12.64,0.4533003782045719,0.99,0.035503747976465674,35.6,1.2767004322850284,2.22,0.07961446515934728,0.05,0.0017931185846699839,35.16,1.2609209887399324,70.76,2.537621421024961,7.98,0.2861817261133294
Angola,2016,2.02,0.0700355815425316,4.33,0.15012577627681278,6.68,0.231602814209956,34.46,1.1947654158196235,13.0,0.45072403963015384,0.95,0.03293752597297278,35.6,1.2342904469871907,2.49,0.08633098912916025,0.05,0.001733553998577515,35.41,1.227702941792596,71.01,2.461993388779787,7.91,0.2742482425749629
Angola,2017,2.02,0.06774711237156514,3.5,0.11738361054479109,7.24,0.24281638295551072,29.89,1.002456034052516,11.01,0.36925530059947137,0.95,0.03186126571930044,35.6,1.1939590101127324,1.39,0.04661806247350274,0.03,0.0010061452332410664,30.84,1.0343172997718164,66.44,2.2282763098845484,6.72,0.22537653224599888
Angola,2018,2.08,0.0675110152497971,3.24,0.10516138913910701,7.12,0.23109539835507464,26.39,0.8565460059818005,7.58,0.24602571903531822,0.95,0.030834357926590016,35.59,1.1551524195866725,1.41,0.0457646786068336,0.03,0.0009737165661028426,27.34,0.8873803639083905,62.93,2.0425327834950626,7.01,0.2275251042793642
Antigua and Barbuda,1990,0.18,2.8784801624742133,0.01,0.15991556458190076,0.1,1.5991556458190077,0.21,3.358226856219916,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.21,3.358226856219916,0.21,3.358226856219916,0.1,1.5991556458190077
Antigua and Barbuda,1991,0.18,2.840774584536717,0.01,0.15782081025203984,0.1,1.5782081025203984,0.22,3.4720578255448764,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.22,3.4720578255448764,0.22,3.4720578255448764,0.1,1.5782081025203984
Antigua and Barbuda,1992,0.24,3.7232969794753252,0.01,0.15513737414480525,0.13,2.0167858638824683,0.29,4.498983850199351,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.29,4.498983850199351,0.29,4.498983850199351,0.14,2.1719232380272735
Antigua and Barbuda,1993,0.22,3.3446341426334434,0.01,0.15202882466515652,0.12,1.8243458959818781,0.25,3.800720616628913,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25,3.800720616628913,0.25,3.800720616628913,0.13,1.976374720647035
Antigua and Barbuda,1994,0.23,3.422568116545885,0.01,0.14880730941503847,0.11,1.6368804035654232,0.25,3.720182735375962,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25,3.720182735375962,0.25,3.720182735375962,0.13,1.9344950223955002
